Rule No #,Path,Terminologi Used,Deskripsi Error,Last Update,Version,,
10348,MedicationRequest.dispenseRequest.quantity.code,http://unitsofmeasure.org,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dispenseRequest.quantity",14 Maret 2024,v1.0,,
10346,MedicationRequest.dispenseRequest.quantity.value,"data numerik, mulai dari 0","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10339,MedicationRequest.dispenseRequest.validityPeriod.end,datetime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10338,MedicationRequest.dispenseRequest.validityPeriod.start,datetime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10047,MedicationRequest.dosageInstruction.additionalInstruction.coding.code,http://snomed.info/sct,"Data harus menggunakan Kode dapat diisi dengan kode SNOMED-CT. Ruang lingkup kode SNOMED CT versi
Desember 2022 yang dapat dipakai : Expression Constraint Language (ECL) Query : < 419492006 |Additional dosage instructions (qualifier value)| Contoh daftar kode SNOMED CT yang dapat digunakan dapat diakses disini",14 Maret 2024,v1.0,,
10349,MedicationRequest.dosageInstruction.doseAndRate.doseQuantity.code ,http://terminology.hl7.org/CodeSystem/v3-orderableDrugForm dan http://unitsofmeasure.org,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dosageInstruction[i].doseAndRate.doseQuantity",14 Maret 2024,v1.0,,
10343,MedicationRequest.dosageInstruction.doseAndRate.doseQuantity.value ,"data numerik, mulai dari 0","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10039,MedicationRequest.dosageInstruction.doseAndRate.type,http://terminology.hl7.org/CodeSystem/dose-rate-type,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dosageInstruction.doseAndRate.type",14 Maret 2024,v1.0,,
10040,MedicationRequest.dosageInstruction.method,http://snomed.info/sct,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dosageInstruction.method",14 Maret 2024,v1.0,,
10038,MedicationRequest.dosageInstruction.route,http://www.whocc.no/atc,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dosageInstruction.route",14 Maret 2024,v1.0,,
10340,MedicationRequest.dosageInstruction.sequence,"data numerik, mulai dari 0","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10037,MedicationRequest.dosageInstruction.site,http://snomed.info/sct,"Data harus menggunakan Kode SNOMED CT yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dosageInstruction.site",14 Maret 2024,v1.0,,
10046,MedicationRequest.dosageInstruction.timing.code,http://terminology.hl7.org/CodeSystem/v3-GTSAbbreviation,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dosageInstruction[i].timing.co
de",14 Maret 2024,v1.0,,
10036,MedicationRequest.dosageInstruction.timing.periodUnit,http://unitsofmeasure.org,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.dosageInstruction.timing.periodUnit",14 Maret 2024,v1.0,,
10341,MedicationRequest.dosageInstruction.timing.repeat.frequency,"data numerik, mulai dari 0","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10342,MedicationRequest.dosageInstruction.timing.repeat.period,"data numerik, mulai dari 0","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10454,MedicationRequest.encounter,"""Encounter/{Id-resource-Encounter}""",Path MedicationRequest.encounter wajib diisi dan merujuk pada resource Encounter yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10388,MedicationRequest.identifier,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10388,MedicationRequest.identifier,http://sys-ids.kemkes.go.id/prescription-item/{{org_id}},"Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/prescription-item/{{org_id}} 
dengan {{org_id}} adalah Organization ID faskes",10 Desember 2025,v2.0,,
10033,MedicationRequest.intent,http://hl7.org/fhir/CodeSystem/medicationrequest-intent,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.intent",14 Maret 2024,v1.0,,
10135,MedicationRequest.medication[x],not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10135,MedicationRequest.medicationReference,Reference ke Medication,Path MedicationRequest.medicationReference wajib terisi dan merujuk pada nomor ID Medication yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10044,MedicationRequest.priority,http://hl7.org/fhir/request-priority,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.priority",14 Maret 2024,v1.0,,
10035,MedicationRequest.reasonCode,http://hl7.org/fhir/sid/icd-10,"Data harus menggunakan Kode dapat diisi dengan kode ICD-10 versi 2010, cara penulisan lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.reasonCode",14 Maret 2024,v1.0,,
10455,MedicationRequest.requester,(Practitioner | PractitionerRole | Organization | Patient | Device | RelatedPerson | CareTeam),Path MedicationRequest.requester wajib terisi dan merujuk pada nomor ID resoucer (Practitioner | PractitionerRole | Organization | Patient | Device | RelatedPerson | CareTeam) yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10032,MedicationRequest.status,http://hl7.org/fhir/CodeSystem/medicationrequest-status,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationRequest.status",14 Maret 2024,v1.0,,
10136,MedicationRequest.subject,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10436,MedicationStatement.category,http://terminology.hl7.org/CodeSystem/medication-statement-category,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab MedicationStatement.category",14 Maret 2024,v1.0,,
10438,MedicationStatement.context,Encounter/{{encounter-id}},Path MedicationStatement.context wajib terisi dengan reference merujuk pada data Encounter dengan {{encounter-id}} adalah nomor ID encounter yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10299,MedicationStatement.dateAsserted,dateTime,Data tidak boleh kosong (harus diisi) dan harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10783,MedicationStatement.dosage.site,http://snomed.info/sct,Nilai pada elemen MedicationStatement.dosage.site harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10437,MedicationStatement.dosage.timing.periodUnit,http://unitsofmeasure.org,Data harus menggunakan Kode satuan atau unit dapat menggunakan kode yang disediakan oleh Unified Code for Units of Measure (UCUM) untuk satuan waktu.,14 Maret 2024,v1.0,,
10445,MedicationStatement.identifier,http://sys-ids.kemkes.go.id/medicationstatement/{{org-id}} ,Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/medicationstatement/{{org-id}}  dengan {{org-id}} adalah Organization ID faskes,14 Maret 2024,v1.0,,
10439,MedicationStatement.informationSource ,Reference ke resource Patient | Practitioner | PractitionerRole | RelatedPerson | Organization.,Path MedicationStatement.informationSource wajib terisi dan merujuk pada resource (Patient | Practitioner | PractitionerRole | RelatedPerson | Organization) yang sudah dikirim sebelumnya,14 Maret 2024,v1.0,,
10160,MedicationStatement.medication[x],MedicationStatement.medication[x],"Data medication[x] wajib dikirimkan untuk resource MedicationStatement, lihat ketentuan MedicationStatement disini",14 Maret 2024,v1.0,,
10160 / 10433,MedicationStatement.medication[x],not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10433,MedicationStatement.medicationCodeableConcept,http://sys-ids.kemkes.go.id/kfa,Data harus menggunakan Kode MedicationStatement.medicationCodeableConcept dapat diisi dengan kode KFA sesuai dengan use case masing-masing. Untuk keterangan lebih lanjut dapat melihat dalam playbook masing-masing usecase.,14 Maret 2024,v1.0,,
10433,MedicationStatement.medicationCodeableConcept,http://snomed.info/sct,Nilai pada elemen MedicationStatement.medicationCodeableConcept harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10159,MedicationStatement.status,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10161,MedicationStatement.subject,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10828,NutritionOrder.excludeFoodModifier,http://snomed.info/sct,Nilai pada elemen NutritionOrder.excludeFoodModifier harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10827,NutritionOrder.foodPreferenceModifier,http://terminology.hl7.org/CodeSystem/diet,Nilai pada elemen NutritionOrder.foodPreferenceModifier harus diisi menggunakan kode yang valid dari sistem terminologi http://terminology.hl7.org/CodeSystem/diet.,10 Desember 2025,v2.0,,
10011,Observation.bodySite,http://snomed.info/sct,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.bodySite",14 Maret 2024,v1.0,,
10009,Observation.category,http://terminology.hl7.org/CodeSystem/observation-category,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.category",14 Maret 2024,v1.0,,
10010,Observation.code,ANC,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.code",14 Maret 2024,v1.0,,
10010,Observation.code,http://loinc.org,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.code dan Akses playbook secara lengkap disini.",14 Maret 2024,v1.0,,
10010,Observation.code,http://snomed.info/sct,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.code dan Akses playbook secara lengkap disini.",14 Maret 2024,v1.0,,
10010,Observation.code,http://terminology.kemkes.go.id/CodeSystem/examination,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.code dan Akses playbook secara lengkap disini.",14 Maret 2024,v1.0,,
10010,Observation.code.coding,http://terminology.kemkes.go.id,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.code.coding",10 Desember 2025,v2.0,,
10434,Observation.component.code,"http://snomed.info/sct
http://terminology.kemkes.go.id/CodeSystem/examination","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.component.code",14 Maret 2024,v1.0,,
10434,Observation.component.code,http://terminology.kemkes.go.id,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.component.code ",10 Desember 2025,v2.0,,
10434,Observation.component.code.coding,http://terminology.kemkes.go.id,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.component.code.coding",10 Desember 2025,v2.0,,
10435,Observation.component.valueCodeableConcept,"http://terminology.kemkes.go.id
http://terminology.kemkes.go.id/CodeSystem/icd-10-mm
http://terminology.kemkes.go.id/CodeSystem/icd-10-pm","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.component.valueCodeableConcept",10 Desember 2025,v2.0,,
10435,⁠Observation.component.valueCodeableConcept ,"http://snomed.info/sct
http://terminology.kemkes.go.id/CodeSystem/examination
http://terminology.kemkes.go.id/CodeSystem/clinical-term","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.component.valueCodeableConcept",14 Maret 2024,v1.0,,
10862,Observation.component.valueQuantity.code,http://unitsofmeasure.org,Nilai pada elemen Observation.component.valueQuantity.code harus sesuai dengan sistem http://unitsofmeasure.org.,10 Desember 2025,v2.0,,
10332,Observation.component.valueQuantity.value,http://unitsofmeasure.org,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab 5.4 Observation.valueQuantity",14 Maret 2024,v1.0,,
10428,Observation.derivedFrom,Reference to DocumentReference | ImagingStudy | Media | QuestionnaireResponse | Observation | MolecularSequence,Path Observation.derivedFrom diisi dengan Reference yang merujuk pada data DocumentReference | ImagingStudy | Media | QuestionnaireResponse | Observation | MolecularSequence dengan mengacu pada id data terkait,14 Maret 2024,v1.0,,
10295,Observation.effectiveDateTime,datetime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10130,Observation.encounter,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10861,Observation.hasMember,Reference ke Observation | QuestionnaireResponse,Referensi pada elemen Observation.hasMember harus mengarah ke resource Observation | QuestionnaireResponse.,10 Desember 2025,v2.0,,
10441,Observation.identifier,http://sys-ids.kemkes.go.id/observation/{{org-id}} ,Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/observation/{{org-id}} dengan {{org-id}} adalah Organization ID faskes,14 Maret 2024,v1.0,,
10398,Observation.interpretation,http://terminology.kemkes.go.id/CodeSystem/examination ,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.interpretation",14 Maret 2024,v1.0,,
10398,Observation.interpretation.coding.code,http://snomed.info/sct,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.interpretation",14 Maret 2024,v1.0,,
10398,Observation.interpretation.coding.code,http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.interpretation",14 Maret 2024,v1.0,,
10398,Observation.interpretation.coding.code,http://loinc.org,Nilai pada elemen Observation.interpretation.coding.code harus diisi menggunakan kode yang valid dari sistem terminologi http://loinc.org.,10 Desember 2025,v2.0,,
10296,Observation.issued,datetime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10416,Observation.method,http://terminology.kemkes.go.id/CodeSystem/clinical-term,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.method",14 Maret 2024,v1.0,,
10383,Observation.performer,Practitioner,Path Observation.performer wajib terisi dengan Reference yang merujuk pada data Practitioner dan {practitioner-ihs-number} adalah nomor ID tenaga kesehatan yang didapatkan dari Master Nakes Indeks.,14 Maret 2024,v1.0,,
10381,Observation.referenceRange.high.code,coding http://unitsofmeasure.org,Data Observation.referenceRange.high.code harus menggunakan satuan yang tersedia pada codesystem dari http://unitsofmeasure.org,14 Maret 2024,v1.0,,
10381,Observation.referenceRange.high.code,http://unitsofmeasure.org,Data Observation.referenceRange.high.code harus menggunakan satuan yang tersedia pada codesystem dari http://unitsofmeasure.org,14 Maret 2024,v1.0,,
10368,Observation.referenceRange.high.value,"data numerik, contoh: 1, 60,dst. tidak bisa (-)","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10382,Observation.referenceRange.low.code ,coding http://unitsofmeasure.org,Data Observation.referenceRange.low.code harus menggunakan satuan yang tersedia pada codesystem dari http://unitsofmeasure.org,14 Maret 2024,v1.0,,
10369,Observation.referenceRange.low.value,"data numerik, contoh: 1, 60,dst. tidak bisa (-)","Data input harus numerik dan tidak bisa diisi ""-""",14 Maret 2024,v1.0,,
10008,Observation.status,http://hl7.org/fhir/observation-status,Code,14 Maret 2024,v1.0,,
10129,Observation.subject,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10297,Observation.valueCodeableConcept,http://hl7.org/fhir/sid/icd-10,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.code dan Akses playbook secara lengkap disini.",14 Maret 2024,v1.0,,
10297,Observation.valueCodeableConcept,http://snomed.info/sct,Kode Observation.valueCodeableConcept dapat diisi dengan kode LOINC maupun kode SNOMED CT sesuai dengan use case masing-masing. Untuk keterangan lebih lanjut dapat melihat dalam playbook masing-masing usecase.,14 Maret 2024,v1.0,,
10297,Observation.valueCodeableConcept,"http://terminology.kemkes.go.id/CodeSystem/clinical-term
http://terminology.kemkes.go.id/CodeSystem/examination
http://terminology.kemkes.go.id/CodeSystem/organization-type",Kode Observation.valueCodeableConcept dapat diisi dengan kode LOINC maupun kode SNOMED CT sesuai dengan use case  masing-masing. Untuk keterangan lebih lanjut dapat melihat dalam playbook masing-masing usecase disini,14 Maret 2024,v1.0,,
10297,Observation.valueCodeableConcept,http://terminology.kemkes.go.id/CodeSystem/tb-case-definition,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.valueCodeableConcept ",10 Desember 2025,v2.0,,
10297,Observation.valueCodeableConcept.coding,http://terminology.kemkes.go.id,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Observation.valueCodeableConcept.coding",10 Desember 2025,v2.0,,
10429,Observation.valueDateTime,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,14 Maret 2024,v1.0,,
10012,Observation.valueQuantity.code,http://unitsofmeasure.org,Data Observation.valueQuantity.code harus menggunakan satuan yang tersedia pada codesystem dari http://unitsofmeasure.org dapat dilihat disini,14 Maret 2024,v1.0,,
10331,Observation.valueQuantity.value,http://unitsofmeasure.org,Data harus menggunakan Kode satuan atau unit dapat menggunakan kode yang disediakan oleh Unified Code for Units of Measure (UCUM). Daftar kode satuan dapat diakses disini,14 Maret 2024,v1.0,,
10669,Observation.valueTime,Time,Format waktu pada elemen Observation.valueTime harus berupa time (HH:mm:ss).,10 Desember 2025,v2.0,,
10093,Organization.address.type,http://hl7.org/fhir/address-type,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Organization.address[i].type ",14 Maret 2024,v1.0,,
10092,Organization.address.use,http://hl7.org/fhir/address-use,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Organization.address[i].use",14 Maret 2024,v1.0,,
10094,Organization.contact.purpose,http://terminology.hl7.org/CodeSystem/contactentity-type,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Organization.contact[i].purpose",14 Maret 2024,v1.0,,
10446,Organization.identifier,http://sys-ids.kemkes.go.id/organization/{{org-id}} ,Data harus menggunakan codesystem http://sys-ids.kemkes.go.id/organization/{{org-id}} dengan {{org-id}} adalah Organization ID faskes,14 Maret 2024,v1.0,,
10090,Organization.telecom.system,http://hl7.org/fhir/contact-point-system,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Organization.telecom[i].system ",14 Maret 2024,v1.0,,
10091,Organization.telecom.use,http://hl7.org/fhir/contact-point-use,"Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Organization.telecom[i].use ",14 Maret 2024,v1.0,,
10089,Organization.type,"http://terminology.hl7.org/CodeSystem/organization-type
http://terminology.kemkes.go.id/CodeSystem/organization-type","Data harus menggunakan codesystem yang sesuai, lihat Dokumen Lampiran Standar Terminologi SATUSEHAT Lihat sub-bab Organization.type",14 Maret 2024,v1.0,,
10333,Patient.address,,Value pada path Patient.address wajib diisi pada pengiriman resource Patient,14 Maret 2024,v1.0,,
10397,Patient.birthDate,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10413,Patient.gender,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10166,Patient.identifier,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10167,Patient.multipleBirthInteger,not null,Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10168,Patient.name.text ,"not null and """"",Data harus terisi (tidak boleh kosong),14 Maret 2024,v1.0,,
10634,PaymentNotice.amount.currency,urn:iso:std:iso:4217,Nilai pada elemen PaymentNotice.amount.currency dapat diisi dengan kode 'IDR' sesuai standar ISO 4217.,10 Desember 2025,v2.0,,
10634,PaymentNotice.amount.value,decimal,Nilai pada elemen PaymentNotice.amount.value harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10632,PaymentNotice.created,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:03,10 Desember 2025,v2.0,,
10659,PaymentNotice.payee,Reference ke Organization,Referensi pada elemen PaymentNotice.payee harus mengarah ke resource Organization.,10 Desember 2025,v2.0,,
10635,PaymentNotice.payment,Reference ke PaymentReconciliation,Referensi pada elemen PaymentNotice.payment harus mengarah ke resource PaymentReconciliation.,10 Desember 2025,v2.0,,
10633,PaymentNotice.paymentDate,date,Data harus menggunakan format date YYYY-MM-DD,10 Desember 2025,v2.0,,
10636,PaymentNotice.paymentStatus,http://terminology.hl7.org/CodeSystem/payment-status,Nilai pada elemen PaymentNotice.paymentStatus harus diisi menggunakan kode yang valid dari sistem terminologi http://terminology.hl7.org/CodeSystem/payment-status.,10 Desember 2025,v2.0,,
10660,PaymentNotice.provider,Reference ke Organization,Referensi pada elemen PaymentNotice.provider harus mengarah ke resource Organization.,10 Desember 2025,v2.0,,
10661,PaymentNotice.recipient,Reference ke Organization,Referensi pada elemen PaymentNotice.recipient harus mengarah ke resource Organization.,10 Desember 2025,v2.0,,
10655,PaymentNotice.request,Reference ke Claim dan Invoice,Referensi pada elemen PaymentNotice.request harus mengarah ke resource Claim dan Invoice.,10 Desember 2025,v2.0,,
10656,PaymentNotice.response,Reference ke ClaimResponse,Referensi pada elemen PaymentNotice.response harus mengarah ke resource ClaimResponse.,10 Desember 2025,v2.0,,
10631,PaymentNotice.status,http://hl7.org/fhir/fm-status,Nilai pada elemen PaymentNotice.status harus sesuai dengan sistem http://hl7.org/fhir/fm-status.,10 Desember 2025,v2.0,,
10640,PaymentReconciliation.created,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:02,10 Desember 2025,v2.0,,
10653,PaymentReconciliation.detail.request,Reference ke Claim dan Invoice,Referensi pada elemen PaymentReconciliation.detail.request harus mengarah ke resource Claim dan Invoice.,10 Desember 2025,v2.0,,
10654,PaymentReconciliation.detail.response,Reference ke ClaimResponse,Referensi pada elemen PaymentReconciliation.detail.response harus mengarah ke resource ClaimResponse.,10 Desember 2025,v2.0,,
10652,PaymentReconciliation.detail.type,http://terminology.hl7.org/CodeSystem/payment-type,Nilai pada elemen PaymentReconciliation.detail.type harus diisi menggunakan kode yang valid dari sistem terminologi http://terminology.hl7.org/CodeSystem/payment-type.,10 Desember 2025,v2.0,,
10642,PaymentReconciliation.disposition,string,Nilai pada elemen PaymentReconciliation.disposition harus berupa tipe data string.,10 Desember 2025,v2.0,,
10641,PaymentReconciliation.outcome,http://hl7.org/fhir/remittance-outcome,Nilai pada elemen PaymentReconciliation.outcome harus sesuai dengan sistem http://hl7.org/fhir/remittance-outcome.,10 Desember 2025,v2.0,,
10644,PaymentReconciliation.paymentAmount.currency,urn:iso:std:iso:4217,Nilai pada elemen PaymentReconciliation.paymentAmount.currency dapat diisi dengan kode 'IDR' sesuai standar ISO 4217.,10 Desember 2025,v2.0,,
10644,PaymentReconciliation.paymentAmount.value,decimal,Nilai pada elemen PaymentReconciliation.paymentAmount.value harus berupa tipe data decimal.,10 Desember 2025,v2.0,,
10643,PaymentReconciliation.paymentDate,date,Data harus menggunakan format date YYYY-MM-DD,10 Desember 2025,v2.0,,
10657,PaymentReconciliation.paymentIssuer,Reference ke Organization,Referensi pada elemen PaymentReconciliation.paymentIssuer harus mengarah ke resource Organization.,10 Desember 2025,v2.0,,
10639,PaymentReconciliation.period.end,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:01,10 Desember 2025,v2.0,,
10638,PaymentReconciliation.period.start,dateTime,Data harus menggunakan format datetime YYYY-MM-DDThh:mm:ss+00:00,10 Desember 2025,v2.0,,
10646,PaymentReconciliation.processNote.text,string,Nilai pada elemen PaymentReconciliation.processNote.text harus berupa tipe data string.,10 Desember 2025,v2.0,,
10645,PaymentReconciliation.processNote.type,http://hl7.org/fhir/note-type,Nilai pada elemen PaymentReconciliation.processNote.type harus sesuai dengan sistem http://hl7.org/fhir/note-type.,10 Desember 2025,v2.0,,
10658,PaymentReconciliation.requestor,Reference ke Organization,Referensi pada elemen PaymentReconciliation.requestor harus mengarah ke resource Organization.,10 Desember 2025,v2.0,,
10637,PaymentReconciliation.status,http://hl7.org/fhir/fm-status,Nilai pada elemen PaymentReconciliation.status harus sesuai dengan sistem http://hl7.org/fhir/fm-status.,10 Desember 2025,v2.0,,
10938,PractitionerRole.active,Tipe data boolean,Nilai pada elemen PractitionerRole.active harus berupa tipe data boolean.,10 Desember 2025,v2.0,,
10941,PractitionerRole.availableTime.availableEndTime,Tipe data time,Format waktu pada elemen PractitionerRole.availableTime.availableEndTime harus berupa time (HH:mm:ss).,10 Desember 2025,v2.0,,
10940,PractitionerRole.availableTime.availableStartTime,Tipe data time,Format waktu pada elemen PractitionerRole.availableTime.availableStartTime harus berupa time (HH:mm:ss).,10 Desember 2025,v2.0,,
10939,PractitionerRole.availableTime.daysOfWeek,http://hl7.org/fhir/days-of-week,Nilai pada elemen PractitionerRole.availableTime.daysOfWeek harus sesuai dengan sistem http://hl7.org/fhir/days-of-week.,10 Desember 2025,v2.0,,
10933,PractitionerRole.code,http://snomed.info/sct,Nilai pada elemen PractitionerRole.code harus diisi menggunakan kode yang valid dari sistem terminologi http://snomed.info/sct.,10 Desember 2025,v2.0,,
10933,PractitionerRole.code,Mandatory,Elemen PractitionerRole.code wajib diisi.,10 Desember 2025,v2.0,,
10929,PractitionerRole.identifier.assigner,Reference (Organization),Referensi pada elemen PractitionerRole.identifier.assigner harus mengarah ke resource (Organization).,10 Desember 2025,v2.0,,
10930,PractitionerRole.identifier.assigner.display,Tipe data string,Nilai pada elemen PractitionerRole.identifier.assigner.display harus berupa tipe data string.,10 Desember 2025,v2.0,,
10928,PractitionerRole.identifier.period.end,"Tipe data dateTime, future date berlaku",Format tanggal dan waktu pada elemen PractitionerRole.identifier.period.end harus berupa dateTime (YYYY-MM-DDThh:mm:ss+zz:zz).,10 Desember 2025,v2.0,,
10927,PractitionerRole.identifier.period.start,Tipe data dateTime,Format tanggal dan waktu pada elemen PractitionerRole.identifier.period.start harus berupa dateTime (YYYY-MM-DDThh:mm:ss+zz:zz).,10 Desember 2025,v2.0,,
10924,PractitionerRole.identifier.system,https://fhir.kemkes.go.id/id/sip-number,Identifier pada elemen PractitionerRole.identifier.system harus menggunakan sistem https://fhir.kemkes.go.id/id/sip-number.,10 Desember 2025,v2.0,,
